Year,County,Hospital,Hospital ID,Performance Measure,Total Statewide CABG Cases,Total Statewide CABG Cases for Performance Measure Reporting,Statewide Adverse Events,Statewide Adverse Events Rate (%),Total Hospital CABG Cases,Total Hospital CABG Cases for Performance Measure Reporting,Hospital Adverse Events,Hospital Observed Adverse Events Rate (%),Hospital Expected Adverse Events Rate (%),"Hospital Risk-Adjusted Adverse Events Rate (%,RAAER)",Hospital Lower 95% CI for RAAER,Hospital Upper 95% CI for RAAER,Performance Rating,Longitude,Latitude
2021-2022,Los Angeles,Hollywood Presbyterian Medical Center,106190382,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,50,2,0,0.00,4.64,0.00,0.00,100.00,Average,-118.29,34.10
2021-2022,Los Angeles,Providence Holy Cross Medical Center,106190385,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,119,7,0,0.00,3.40,0.00,0.00,87.87,Average,-118.46,34.28
2021-2022,Los Angeles,PIH Health Good Samaritan Hospital,106190392,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,203,14,3,21.43,6.66,18.21,3.76,53.22,Average,-118.27,34.05
2021-2022,Los Angeles,Huntington Hospital,106190400,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,220,16,1,6.25,5.91,5.99,0.15,33.35,Average,-118.15,34.14
2021-2022,Los Angeles,Emanate Health Inter – Community Hospital,106190413,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,290,30,4,13.33,5.17,14.59,3.98,37.37,Average,-117.89,34.09
2021-2022,Los Angeles,Torrance Memorial Medical Center,106190422,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,131,13,1,7.69,4.77,9.12,0.23,50.83,Average,-118.34,33.81
2021-2022,Los Angeles,Kaiser Foundation Hospital – Los Angeles,106190429,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,"1,506",217,8,3.69,5.52,3.78,1.63,7.46,Average,-118.30,34.10
2021-2022,Los Angeles,Providence Little Company of Mary Medical Center – Torrance,106190470,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,145,10,1,10.00,4.98,11.38,0.29,63.38,Average,-118.36,33.84
2021-2022,Los Angeles,Providence Cedars – Sinai Tarzana Medical Center,106190517,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,102,4,0,0.00,4.61,0.00,0.00,100.00,Average,-118.53,34.17
2021-2022,Los Angeles,Glendale Memorial Hospital and Health Center,106190522,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,155,8,1,12.50,8.97,7.89,0.20,43.98,Average,-118.26,34.13
2021-2022,Los Angeles,MemorialCare Long Beach Medical Center,106190525,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,289,35,2,5.71,7.01,4.61,0.56,16.67,Average,-118.19,33.81
2021-2022,Los Angeles,USC Arcadia Hospital,106190529,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,56,1,0,0.00,5.86,0.00,0.00,100.00,Average,-118.04,34.14
2021-2022,Los Angeles,Cedars – Sinai Medical Center,106190555,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,565,57,2,3.51,6.49,3.06,0.37,11.05,Average,-118.38,34.08
2021-2022,Los Angeles,Northridge Hospital Medical Center,106190568,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,173,9,0,0.00,5.56,0.00,0.00,41.73,Average,-118.53,34.22
2021-2022,Los Angeles,Pomona Valley Hospital Medical Center,106190630,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,254,17,2,11.76,3.52,18.95,2.30,68.46,Average,-117.75,34.08
2021-2022,Los Angeles,PIH Health Hospital – Whittier,106190631,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,207,43,4,9.30,10.90,4.83,1.32,12.38,Average,-118.05,33.97
2021-2022,Los Angeles,St. Francis Medical Center,106190754,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,35,.,.,.,.,.,.,.,"Not
Appplicable",-118.20,33.93
2021-2022,Los Angeles,Providence Saint John's Health Center,106190756,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,75,8,0,0.00,5.35,0.00,0.00,48.78,Average,-118.48,34.03
2021-2022,Los Angeles,Providence Saint Joseph Medical Center,106190758,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,81,7,1,14.29,2.21,36.59,0.93,100.00,Average,-118.33,34.15
2021-2022,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,421,49,0,0.00,6.11,0.00,0.00,6.98,Average,-118.45,34.07
2021-2022,Los Angeles,Valley Presbyterian Hospital,106190812,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,74,3,0,0.00,2.03,0.00,0.00,100.00,Average,-118.46,34.19
2021-2022,Los Angeles,West Hills Hospital and Medical Center,106190859,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,136,19,3,15.79,8.40,10.64,2.20,31.11,Average,-118.63,34.20
2021-2022,Los Angeles,Adventist Health White Memorial,106190878,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,82,3,0,0.00,3.39,0.00,0.00,100.00,Average,-118.22,34.05
2021-2022,Los Angeles,Henry Mayo Newhall Hospital,106190949,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,84,4,1,25.00,7.77,18.23,0.46,100.00,Average,-118.55,34.40
2021-2022,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,107,8,0,0.00,2.98,0.00,0.00,87.72,Average,-118.29,33.83
2021-2022,Los Angeles,Los Angeles County+USC Medical Center,106191228,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,108,4,1,25.00,4.42,32.04,0.81,100.00,Average,-118.21,34.06
2021-2022,Los Angeles,Keck Hospital of USC,106194219,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,284,41,4,9.76,8.70,6.35,1.73,16.26,Average,-118.20,34.06
2021-2022,Marin,MarinHealth Medical Center,106211006,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,85,13,0,0.00,4.29,0.00,0.00,37.44,Average,-122.54,37.95
2021-2022,Monterey,Community Hospital of the Monterey Peninsula,106270744,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,181,32,3,9.38,7.52,7.06,1.46,20.64,Average,-121.92,36.60
2021-2022,Monterey,Salinas Valley Health Medical Center,106270875,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,243,15,0,0.00,5.13,0.00,0.00,27.17,Average,-121.65,36.66
2021-2022,Napa,Providence Queen of the Valley Medical Center,106281047,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,90,10,2,20.00,4.73,23.95,2.90,86.52,Average,-122.30,38.32
2021-2022,Napa,Adventist Health St. Helena,106281078,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,209,28,1,3.57,6.51,3.11,0.08,17.31,Average,-122.47,38.54
2021-2022,Orange,MemorialCare Orange Coast Medical Center,106300225,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,252,31,3,9.68,6.19,8.85,1.83,25.88,Average,-117.96,33.70
2021-2022,Orange,AHMC Anaheim Regional Medical Center,106301098,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,210,23,0,0.00,5.83,0.00,0.00,15.58,Average,-117.93,33.85
2021-2022,Orange,Fountain Valley Regional Hospital & Medical Center – Euclid,106301175,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,194,9,1,11.11,6.54,9.62,0.24,53.62,Average,-117.94,33.72
2021-2022,Orange,Anaheim Global Medical Center,106301188,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,8,1,0,0.00,3.38,0.00,0.00,100.00,Average,-117.91,33.82
2021-2022,Orange,Hoag Memorial Hospital Presbyterian,106301205,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,529,59,3,5.08,5.51,5.23,1.08,15.27,Average,-117.93,33.63
2021-2022,Orange,Providence Mission Hospital,106301262,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,236,15,1,6.67,5.56,6.79,0.17,37.84,Average,-117.67,33.56
2021-2022,Orange,UC Irvine Medical Center,106301279,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,263,24,1,4.17,7.03,3.36,0.09,18.71,Average,-117.89,33.79
2021-2022,Orange,MemorialCare Saddleback Medical Center,106301317,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,122,6,0,0.00,3.39,0.00,0.00,100.00,Average,-117.71,33.61
2021-2022,Orange,Providence St. Joseph Hospital,106301340,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,242,17,1,5.88,5.24,6.36,0.16,35.45,Average,-117.87,33.78
2021-2022,Orange,Providence St. Jude Medical Center,106301342,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,233,21,1,4.76,4.11,6.56,0.17,36.55,Average,-117.93,33.89
2021-2022,Orange,West Anaheim Medical Center,106301379,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,54,2,0,0.00,5.67,0.00,0.00,100.00,Average,-117.99,33.82
2021-2022,Orange,Orange County Global Medical Center,106301566,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,134,10,0,0.00,7.98,0.00,0.00,26.19,Average,-117.83,33.75
2021-2022,Riverside,Desert Regional Medical Center,106331164,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,192,13,1,7.69,5.71,7.63,0.19,42.52,Average,-116.55,33.84
2021-2022,Riverside,Eisenhower Medical Center,106331168,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,261,28,0,0.00,4.61,0.00,0.00,16.19,Average,-116.41,33.76
2021-2022,Riverside,Riverside Community Hospital,106331312,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,406,30,0,0.00,5.48,0.00,0.00,12.72,Average,-117.38,33.98
2021-2022,Riverside,Temecula Valley Hospital,106334564,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,286,17,1,5.88,6.17,5.40,0.14,30.07,Average,-117.10,33.48
2021-2022,Riverside,Loma Linda University Medical Center – Murrieta,106334589,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,188,11,0,0.00,3.47,0.00,0.00,54.69,Average,-117.16,33.61
2021-2022,Sacramento,Mercy General Hospital,106340947,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,"1,357",186,10,5.38,5.89,5.17,2.48,9.51,Average,-121.45,38.57
2021-2022,Sacramento,Mercy San Juan Medical Center,106340950,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,210,40,2,5.00,7.79,3.63,0.44,13.12,Average,-121.31,38.67
2021-2022,Sacramento,UC Davis Medical Center,106341006,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,196,22,0,0.00,2.44,0.00,0.00,38.93,Average,-121.46,38.55
2021-2022,Sacramento,Sutter Medical Center – Sacramento,106341051,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,919,151,7,4.64,5.77,4.55,1.83,9.37,Average,-121.47,38.57
2021-2022,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,640,93,4,4.30,3.70,6.58,1.79,16.84,Average,-117.44,34.07
2021-2022,San Bernardino,Loma Linda University Medical Center,106361246,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,518,59,3,5.08,6.25,4.61,0.95,13.46,Average,-117.26,34.05
2021-2022,San Bernardino,San Antonio Regional Hospital,106361318,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,329,24,2,8.33,5.86,8.06,0.98,29.10,Average,-117.64,34.10
2021-2022,San Bernardino,St. Bernardine Medical Center,106361339,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,456,58,3,5.17,5.02,5.83,1.20,17.04,Average,-117.28,34.13
2021-2022,San Bernardino,St. Mary Medical Center – Apple Valley,106361343,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,121,12,1,8.33,6.99,6.76,0.17,37.64,Average,-117.27,34.54
2021-2022,San Bernardino,Arrowhead Regional Medical Center,106364231,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,31,2,0,0.00,1.42,0.00,0.00,100.00,Average,-117.35,34.07
2021-2022,San Diego,Sharp Memorial Hospital,106370694,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,244,39,7,17.95,5.81,17.49,7.03,36.03,Worse,-117.16,32.80
2021-2022,San Diego,Grossmont Hospital,106370714,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,216,23,2,8.70,9.58,5.14,0.62,18.57,Average,-117.01,32.78
2021-2022,San Diego,Scripps Mercy Hospital,106370744,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,186,11,1,9.09,8.51,6.05,0.15,33.73,Average,-117.16,32.75
2021-2022,San Diego,Palomar Health Downtown Campus,106370755,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,69,4,1,25.00,3.25,43.56,1.10,100.00,Average,-117.08,33.13
2021-2022,San Diego,Scripps Memorial Hospital – La Jolla,106370771,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,832,106,1,0.94,4.85,1.10,0.03,6.14,Average,-117.22,32.89
2021-2022,San Diego,Tri-City Medical Center,106370780,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,91,12,0,0.00,4.46,0.00,0.00,39.06,Average,-117.29,33.18
2021-2022,San Diego,Sharp Chula Vista Medical Center,106370875,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,267,20,2,10.00,4.77,11.87,1.44,42.86,Average,-117.02,32.62
2021-2022,San Diego,UC San Diego Health La Jolla – Jacobs Medical Center & Sulpizio Cardiovascular Center,106374141,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,403,41,6,14.63,4.63,17.89,6.56,38.93,Worse,-117.22,32.88
2021-2022,San Diego,Palomar Medical Center,106374382,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,64,4,1,25.00,6.51,21.74,0.55,100.00,Average,-117.12,33.12
2021-2022,San Francisco,Kaiser Foundation Hospital – San Francisco,106380857,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,"1,118",81,2,2.47,3.56,3.93,0.48,14.20,Average,-122.44,37.78
2021-2022,San Francisco,UC San Francisco Medical Center,106381154,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,359,37,0,0.00,5.01,0.00,0.00,11.28,Average,-122.46,37.76
2021-2022,San Francisco,California Pacific Medical Center – Van Ness Campus,106384176,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,172,23,0,0.00,5.57,0.00,0.00,16.31,Average,-122.42,37.79
2021-2022,San Joaquin,Dameron Hospital,106390846,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,95,5,1,20.00,6.33,17.90,0.45,99.75,Average,-121.30,37.96
2021-2022,San Joaquin,St. Joseph's Medical Center of Stockton,106391042,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,522,37,4,10.81,4.78,12.80,3.49,32.78,Average,-121.29,37.97
2021-2022,San Luis Obispo,French Hospital Medical Center,106400480,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,153,29,1,3.45,5.82,3.35,0.08,18.69,Average,-120.65,35.28
2021-2022,San Mateo,AHMC Seton Medical Center,106410817,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,71,2,0,0.00,9.89,0.00,0.00,100.00,Average,-122.47,37.68
2021-2022,San Mateo,Mills-Peninsula Medical Center,106410852,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,116,8,0,0.00,4.11,0.00,0.00,63.49,Average,-122.38,37.59
2021-2022,San Mateo,Sequoia Hospital,106410891,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,177,33,1,3.03,6.30,2.72,0.07,15.18,Average,-122.25,37.48
2021-2022,Santa Barbara,Marian Regional Medical Center,106420493,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,153,17,3,17.65,5.24,19.08,3.93,55.76,Average,-120.41,34.95
2021-2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,181,26,1,3.85,3.70,5.89,0.15,32.82,Average,-119.72,34.43
2021-2022,Santa Clara,Regional Medical Center of San Jose,106430705,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,99,7,0,0.00,7.16,0.00,0.00,41.67,Average,-121.85,37.36
2021-2022,Santa Clara,El Camino Health,106430763,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,226,26,1,3.85,5.10,4.27,0.11,23.78,Average,-122.08,37.37
2021-2022,Santa Clara,Good Samaritan Hospital – San Jose,106430779,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,155,17,1,5.88,4.87,6.84,0.17,38.10,Average,-121.94,37.25
2021-2022,Santa Clara,O'Connor Hospital,106430837,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,154,9,2,22.22,8.25,15.26,1.85,55.11,Average,-121.94,37.33
2021-2022,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,105,7,2,28.57,4.83,33.50,4.06,100.00,Average,-121.93,37.31
2021-2022,Santa Clara,Stanford Health Care,106430905,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,553,71,5,7.04,5.61,7.11,2.31,16.60,Average,-122.18,37.43
2021-2022,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,953,104,3,2.88,3.32,4.92,1.01,14.37,Average,-122.00,37.33
2021-2022,Santa Cruz,Dominican Hospital,106440755,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,145,21,2,9.52,8.28,6.52,0.79,23.54,Average,-121.98,36.99
2021-2022,Shasta,Shasta Regional Medical Center,106450940,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,164,20,3,15.00,6.21,13.68,2.82,39.99,Average,-122.39,40.59
2021-2022,Shasta,Mercy Medical Center – Redding,106450949,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,142,13,1,7.69,5.32,8.18,0.21,45.58,Average,-122.40,40.57
2021-2022,Solano,NorthBay Medical Center,106481357,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,146,7,0,0.00,3.26,0.00,0.00,91.58,Average,-122.05,38.26
2021-2022,Sonoma,Providence Santa Rosa Memorial Hospital – Montgomery,106491064,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,127,23,2,8.70,4.83,10.19,1.23,36.82,Average,-122.70,38.44
2021-2022,Stanislaus,Doctors Medical Center,106500852,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,510,40,3,7.50,5.99,7.09,1.46,20.71,Average,-121.00,37.66
2021-2022,Stanislaus,Memorial Medical Center – Modesto,106500939,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,263,35,3,8.57,4.88,9.95,2.05,29.07,Average,-120.97,37.67
2021-2022,Tulare,Kaweah Health Medical Center,106540734,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,394,43,4,9.30,10.02,5.26,1.43,13.46,Average,-119.29,36.33
2021-2022,Ventura,Community Memorial Hospital – San Buenaventura,106560473,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,193,22,1,4.55,6.31,4.08,0.10,22.73,Average,-119.26,34.27
2021-2022,Ventura,Los Robles Hospital & Medical Center,106560492,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,150,14,0,0.00,7.37,0.00,0.00,20.24,Average,-118.88,34.21
2021-2022,Ventura,St. John's Regional Medical Center,106560529,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,106,4,0,0.00,2.35,0.00,0.00,100.00,Average,-119.16,34.22
2021-2022,Yuba,Adventist Health and Rideout,106580996,CABG+Valve Operative Mortality,"29,996","3,143",178,5.66,125,11,0,0.00,3.70,0.00,0.00,51.30,Average,-121.59,39.14
2021-2022,Alameda,Alta Bates Summit Medical Center,106010937,Isolated CABG Post-Operative Stroke,"29,996","24,015",367,1.53,321,265,7,2.64,1.77,2.28,0.92,4.71,Average,-122.26,37.82
2021-2022,Alameda,Washington Hospital – Fremont,106010987,Isolated CABG Post-Operative Stroke,"29,996","24,015",367,1.53,208,189,1,0.53,1.45,0.56,0.01,3.12,Average,-121.98,37.56
2021-2022,Alameda,Stanford Health Care Tri-Valley,106014050,Isolated CABG Post-Operative Stroke,"29,996","24,015",367,1.53,173,128,2,1.56,1.37,1.74,0.21,6.30,Average,-121.88,37.69
2021-2022,Butte,Enloe Medical Center– Esplanade,106040962,Isolated CABG Post-Operative Stroke,"29,996","24,015",367,1.53,273,218,7,3.21,1.62,3.03,1.22,6.25,Average,-121.85,39.74
2021-2022,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Isolated CABG Post-Operative Stroke,"29,996","24,015",367,1.53,538,447,4,0.89,1.62,0.84,0.23,2.16,Average,-122.04,37.99
2021-2022,Contra Costa,San Ramon Regional Medical Center,106074017,Isolated CABG Post-Operative Stroke,"29,996","24,015",367,1.53,44,42,0,0.00,1.54,0.00,0.00,8.69,Average,-121.96,37.78
2021-2022,Fresno,Community Regional Medical Center – Fresno,106100717,Isolated CABG Post-Operative Stroke,"29,996","24,015",367,1.53,28,24,1,4.17,2.31,2.76,0.07,15.38,Average,-119.78,36.74
2021-2022,Fresno,Saint Agnes Medical Center,106100899,Isolated CABG Post-Operative Stroke,"29,996","24,015",367,1.53,487,394,3,0.76,1.62,0.72,0.15,2.09,Average,-119.76,36.84
2021-2022,Fresno,Fresno Heart and Surgical Hospital,106105029,Isolated CABG Post-Operative Stroke,"29,996","24,015",367,1.53,920,753,9,1.20,1.77,1.03,0.47,1.96,Average,-119.79,36.86
2021-2022,Humboldt,Providence St. Joseph Hospital – Eureka,106121080,Isolated CABG Post-Operative Stroke,"29,996","24,015",367,1.53,49,39,0,0.00,1.97,0.00,0.00,7.35,Average,-124.14,40.78
2021-2022,Kern,Bakersfield Memorial Hospital,106150722,Isolated CABG Post-Operative Stroke,"29,996","24,015",367,1.53,143,122,1,0.82,1.26,0.99,0.03,5.53,Average,-119.01,35.39
