Year,County,Hospital,OSHPD ID,Performance Measure,# of Cases,# of Adverse Events,Risk-adjusted Rate,Performance Rating,Longitude,Latitude
2011-2012,Fresno,Fresno Heart and Surgical Center,106105029,Post-Operative Stroke ,359,4,1.31,Average,-119.78931,36.8611
2012,Fresno,Fresno Heart and Surgical Center,106105029,30-day Readmission ,182,20,11.61,Average,-119.78931,36.8611
2012,Fresno,Fresno Heart and Surgical Center,106105029,Operative Mortality ,187,1,0.66,Average,-119.78931,36.8611
2017-2018,Fresno,Fresno Heart and Surgical Hospital,106105029,CABG + Valve Operative Mortality,69,6,7.09,Average,-119.79,36.86
2017-2018,Fresno,Fresno Heart and Surgical Hospital,106105029,CABG 30-Day Readmission,449,39,8.66,Average,-119.79,36.86
2017-2018,Fresno,Fresno Heart and Surgical Hospital,106105029,Post-Operative Stroke,478,2,0.42,Better,-119.79,36.86
2016-2017,Fresno,Fresno Heart and Surgical Hospital,106105029,CABG + Valve Operative Mortality,73,6,6.25,Average,-119.79,36.86
2016-2017,Fresno,Fresno Heart and Surgical Hospital,106105029,Post-Operative Stroke,441,2,0.43,Average,-119.79,36.86
2015-2016,Fresno,Fresno Heart and Surgical Hospital,106105029,CABG + Valve Operative Mortality,53,0,0.00,Average,-119.79,36.86
2015-2016,Fresno,Fresno Heart and Surgical Hospital,106105029,CABG 30-Day Readmission,279,29,9.93,Average,-119.79,36.86
2015-2016,Fresno,Fresno Heart and Surgical Hospital,106105029,Post-Operative Stroke,368,1,0.26,Average,-119.79,36.86
2014-2015,Fresno,Fresno Heart and Surgical Hospital,106105029,Post-Operative Stroke ,297,1,0.33,Average,-119.79,36.86
2013-2014,Fresno,Fresno Heart and Surgical Hospital,106105029,CABG + Valve Operative Mortality,45,3,6.99,Average,-119.79,36.86
2013-2014,Fresno,Fresno Heart and Surgical Hospital,106105029,Post-Operative Stroke ,274,2,0.65,Average,-119.79,36.86
2018,Fresno,Fresno Heart and Surgical Hospital,106105029,CABG Operative Mortality,247,7,3.48,Average,-119.79,36.86
2017,Fresno,Fresno Heart and Surgical Hospital,106105029,CABG Operative Mortality,231,6,2.73,Average,-119.79,36.86
2016,Fresno,Fresno Heart and Surgical Hospital,106105029,CABG Operative Mortality,210,6,3.03,Average,-119.79,36.86
2014,Fresno,Fresno Heart and Surgical Hospital,106105029,CABG Operative Mortality ,139,1,0.62,Average,-119.79,36.86
2013,Fresno,Fresno Heart and Surgical Hospital,106105029,30-day Readmission ,129,10,7.98,Average,-119.79,36.86
2013,Fresno,Fresno Heart and Surgical Hospital,106105029,30-day Readmission ,129,10,7.98,Average,-119.79,36.86
2013,Fresno,Fresno Heart and Surgical Hospital,106105029,CABG + Valve Operative Mortality,51,4,7.9,Average,-119.79,36.86
2013,Fresno,Fresno Heart and Surgical Hospital,106105029,CABG + Valve Operative Mortality,51,4,7.9,Average,-119.79,36.86
2013,Fresno,Fresno Heart and Surgical Hospital,106105029,CABG Operative Mortality ,135,5,2.99,Average,-119.79,36.86
2013,Fresno,Fresno Heart and Surgical Hospital,106105029,CABG Operative Mortality ,135,5,2.99,Average,-119.79,36.86
2013,Fresno,Fresno Heart and Surgical Hospital,106105029,Post-Operative Stroke ,322,3,0.98,Average,-119.79,36.86
2013,Fresno,Fresno Heart and Surgical Hospital,106105029,Post-Operative Stroke ,322,3,0.98,Average,-119.79,36.86
2014-2015,Fresno,Fresno Heart and Surgical Hospital*,106105029,30-Day Readmission,217,20,9.25,Average,-119.79,36.86
2014-2015,Fresno,Fresno Heart and Surgical Hospital*,106105029,CABG + Valve Operative Mortality,47,1,1.68,Average,-119.79,36.86
2015,Fresno,Fresno Heart and Surgical Hospital*,106105029,CABG Operative Mortality ,81,2,2.23,Average,-119.79,36.86
2017-2018,Fresno,Saint Agnes Medical Center,106100899,CABG + Valve Operative Mortality,83,6,7.52,Average,-119.76,36.84
2017-2018,Fresno,Saint Agnes Medical Center,106100899,CABG 30-Day Readmission,372,42,11.08,Average,-119.76,36.84
2017-2018,Fresno,Saint Agnes Medical Center,106100899,Post-Operative Stroke,436,4,0.91,Average,-119.76,36.84
2016-2017,Fresno,Saint Agnes Medical Center,106100899,CABG + Valve Operative Mortality,83,5,4.71,Average,-119.76,36.84
2016-2017,Fresno,Saint Agnes Medical Center,106100899,Post-Operative Stroke,414,4,0.98,Average,-119.76,36.84
2015-2016,Fresno,Saint Agnes Medical Center,106100899,CABG + Valve Operative Mortality,91,4,4.58,Average,-119.76,36.84
2015-2016,Fresno,Saint Agnes Medical Center,106100899,CABG 30-Day Readmission,377,36,10.27,Average,-119.76,36.84
2015-2016,Fresno,Saint Agnes Medical Center,106100899,Post-Operative Stroke,412,2,0.50,Average,-119.76,36.84
2014-2015,Fresno,Saint Agnes Medical Center,106100899,30-Day Readmission,403,33,8.94,Average,-119.76,36.84
2014-2015,Fresno,Saint Agnes Medical Center,106100899,CABG + Valve Operative Mortality,92,4,4.1,Average,-119.76,36.84
2014-2015,Fresno,Saint Agnes Medical Center,106100899,Post-Operative Stroke ,456,3,0.7,Average,-119.76,36.84
2013-2014,Fresno,Saint Agnes Medical Center,106100899,CABG + Valve Operative Mortality,92,4,4.38,Average,-119.76,36.84
2013-2014,Fresno,Saint Agnes Medical Center,106100899,Post-Operative Stroke ,452,4,0.94,Average,-119.76,36.84
2018,Fresno,Saint Agnes Medical Center,106100899,CABG Operative Mortality,213,9,4.41,Average,-119.76,36.84
2017,Fresno,Saint Agnes Medical Center,106100899,CABG Operative Mortality,223,6,2.47,Average,-119.76,36.84
2016,Fresno,Saint Agnes Medical Center,106100899,CABG Operative Mortality,191,4,2.42,Average,-119.76,36.84
2015,Fresno,Saint Agnes Medical Center,106100899,CABG Operative Mortality ,221,3,1.41,Average,-119.76,36.84
2014,Fresno,Saint Agnes Medical Center,106100899,CABG Operative Mortality ,235,4,1.75,Average,-119.76,36.84
2011-2012,Fresno,St. Agnes Medical Center,106100899,Post-Operative Stroke ,529,5,0.9,Average,-119.76499,36.8370782
2013,Fresno,St. Agnes Medical Center,106100899,30-day Readmission ,177,14,8.29,Average,-119.76,36.84
2013,Fresno,St. Agnes Medical Center,106100899,30-day Readmission ,177,14,8.29,Average,-119.76,36.84
2013,Fresno,St. Agnes Medical Center,106100899,CABG + Valve Operative Mortality,81,7,9.55,Average,-119.76,36.84
2013,Fresno,St. Agnes Medical Center,106100899,CABG + Valve Operative Mortality,81,7,9.55,Average,-119.76,36.84
2013,Fresno,St. Agnes Medical Center,106100899,CABG Operative Mortality ,217,2,1.08,Average,-119.76,36.84
2013,Fresno,St. Agnes Medical Center,106100899,CABG Operative Mortality ,217,2,1.08,Average,-119.76,36.84
2013,Fresno,St. Agnes Medical Center,106100899,Post-Operative Stroke ,457,4,0.89,Average,-119.76,36.84
2013,Fresno,St. Agnes Medical Center,106100899,Post-Operative Stroke ,457,4,0.89,Average,-119.76,36.84
2012,Fresno,St. Agnes Medical Center,106100899,30-day Readmission ,202,21,10.15,Average,-119.76499,36.8370782
2012,Fresno,St. Agnes Medical Center,106100899,Operative Mortality ,240,10,4.25,Average,-119.76499,36.8370782
2016-2017,Humboldt,St. Joseph Hospital - Eureka,106121080,CABG + Valve Operative Mortality,6,0,0.00,Average,-124.14,40.78
2016-2017,Humboldt,St. Joseph Hospital - Eureka,106121080,Post-Operative Stroke,37,0,0.00,Average,-124.14,40.78
2015-2016,Humboldt,St. Joseph Hospital - Eureka,106121080,CABG + Valve Operative Mortality,5,0,0.00,Average,-124.14,40.78
2015-2016,Humboldt,St. Joseph Hospital - Eureka,106121080,CABG 30-Day Readmission,35,2,5.35,Average,-124.14,40.78
2015-2016,Humboldt,St. Joseph Hospital - Eureka,106121080,Post-Operative Stroke,38,0,0.00,Average,-124.14,40.78
2014-2015,Humboldt,St. Joseph Hospital - Eureka,106121080,30-Day Readmission,34,2,5.24,Average,-124.14,40.78
2014-2015,Humboldt,St. Joseph Hospital - Eureka,106121080,CABG + Valve Operative Mortality,9,1,9.54,Average,-124.14,40.78
2014-2015,Humboldt,St. Joseph Hospital - Eureka,106121080,Post-Operative Stroke ,37,0,0,Average,-124.14,40.78
2011-2012,Humboldt,St. Joseph Hospital - Eureka,106121080,Post-Operative Stroke ,51,0,0,Average,-124.14216,40.7832
2016,Humboldt,St. Joseph Hospital - Eureka,106121080,CABG Operative Mortality,18,1,3.01,Average,-124.14,40.78
2015,Humboldt,St. Joseph Hospital - Eureka,106121080,CABG Operative Mortality ,20,0,0,Average,-124.14,40.78
2013,Humboldt,St. Joseph Hospital - Eureka,106121080,30-day Readmission ,20,1,6.29,Average,-124.14,40.78
2013,Humboldt,St. Joseph Hospital - Eureka,106121080,30-day Readmission ,20,1,6.29,Average,-124.14,40.78
2013,Humboldt,St. Joseph Hospital - Eureka,106121080,CABG + Valve Operative Mortality,11,1,5.6,Average,-124.14,40.78
2013,Humboldt,St. Joseph Hospital - Eureka,106121080,CABG + Valve Operative Mortality,11,1,5.6,Average,-124.14,40.78
2013,Humboldt,St. Joseph Hospital - Eureka,106121080,CABG Operative Mortality ,20,0,0,Average,-124.14,40.78
2013,Humboldt,St. Joseph Hospital - Eureka,106121080,CABG Operative Mortality ,20,0,0,Average,-124.14,40.78
2013,Humboldt,St. Joseph Hospital - Eureka,106121080,Post-Operative Stroke ,38,0,0,Average,-124.14,40.78
2013,Humboldt,St. Joseph Hospital - Eureka,106121080,Post-Operative Stroke ,38,0,0,Average,-124.14,40.78
2012,Humboldt,St. Joseph Hospital - Eureka,106121080,30-day Readmission ,16,0,0,Average,-124.14216,40.7832
2012,Humboldt,St. Joseph Hospital - Eureka,106121080,Operative Mortality ,18,0,0,Average,-124.14216,40.7832
2013-2014,Humboldt,St. Joseph Hospital – Eureka,106121080,CABG + Valve Operative Mortality,15,1,10.67,Average,-124.14,40.78
2013-2014,Humboldt,St. Joseph Hospital – Eureka,106121080,Post-Operative Stroke ,37,0,0,Average,-124.14,40.78
2014,Humboldt,St. Joseph Hospital – Eureka,106121080,CABG Operative Mortality ,17,1,4.73,Average,-124.14,40.78
2017-2018,Humboldt,St. Joseph Hospital - Eureka ,106121080,CABG + Valve Operative Mortality,4,0,0.00,Average,-124.14,40.78
2017-2018,Humboldt,St. Joseph Hospital - Eureka ,106121080,CABG 30-Day Readmission,30,7,27.59,Average,-124.14,40.78
2017-2018,Humboldt,St. Joseph Hospital - Eureka ,106121080,Post-Operative Stroke,32,0,0.00,Average,-124.14,40.78
2018,Humboldt,St. Joseph Hospital - Eureka ,106121080,CABG Operative Mortality,13,1,7.10,Average,-124.14,40.78
2017,Humboldt,St. Joseph Hospital - Eureka ,106121080,CABG Operative Mortality,19,0,0.00,Average,-124.14,40.78
2017-2018,Kern,Adventist Health Bakersfield,106150788,CABG + Valve Operative Mortality,12,1,7.43,Average,-119.02,35.38
2017-2018,Kern,Adventist Health Bakersfield,106150788,CABG 30-Day Readmission,111,20,18.54,Worse,-119.02,35.38
2017-2018,Kern,Adventist Health Bakersfield,106150788,Post-Operative Stroke,139,4,3.29,Average,-119.02,35.38
2016-2017,Kern,Adventist Health Bakersfield,106150788,CABG + Valve Operative Mortality,16,1,7.35,Average,-119.02,35.38
2016-2017,Kern,Adventist Health Bakersfield,106150788,Post-Operative Stroke,167,2,1.28,Average,-119.02,35.38
2018,Kern,Adventist Health Bakersfield,106150788,CABG Operative Mortality,64,1,1.76,Average,-119.02,35.38
2017,Kern,Adventist Health Bakersfield,106150788,CABG Operative Mortality,75,2,3.12,Average,-119.02,35.38
2017-2018,Kern,Bakersfield Heart Hospital,106154101,CABG + Valve Operative Mortality,16,0,0.00,Average,-119.04,35.39
2017-2018,Kern,Bakersfield Heart Hospital,106154101,CABG 30-Day Readmission,129,14,11.17,Average,-119.04,35.39
2017-2018,Kern,Bakersfield Heart Hospital,106154101,Post-Operative Stroke,144,2,1.53,Average,-119.04,35.39
2016-2017,Kern,Bakersfield Heart Hospital,106154101,CABG + Valve Operative Mortality,7,0,0.00,Average,-119.04,35.39
2016-2017,Kern,Bakersfield Heart Hospital,106154101,Post-Operative Stroke,115,1,0.93,Average,-119.04,35.39
2015-2016,Kern,Bakersfield Heart Hospital,106154101,CABG + Valve Operative Mortality,4,0,0.00,Average,-119.04,35.39
2015-2016,Kern,Bakersfield Heart Hospital,106154101,CABG 30-Day Readmission,86,20,25.08,Worse,-119.04,35.39
2015-2016,Kern,Bakersfield Heart Hospital,106154101,Post-Operative Stroke,98,2,2.27,Average,-119.04,35.39
2014-2015,Kern,Bakersfield Heart Hospital,106154101,30-Day Readmission,82,19,25.63,Worse,-119.04,35.39
2014-2015,Kern,Bakersfield Heart Hospital,106154101,CABG + Valve Operative Mortality,10,1,20.83,Average,-119.04,35.39
2014-2015,Kern,Bakersfield Heart Hospital,106154101,Post-Operative Stroke ,99,3,3.6,Average,-119.04,35.39
2013-2014,Kern,Bakersfield Heart Hospital,106154101,CABG + Valve Operative Mortality,13,1,20.9,Average,-119.04,35.39
2013-2014,Kern,Bakersfield Heart Hospital,106154101,Post-Operative Stroke ,129,3,2.91,Average,-119.04,35.39
2011-2012,Kern,Bakersfield Heart Hospital,106154101,Post-Operative Stroke ,174,7,3.98,Worse,-119.04314,35.38619
2018,Kern,Bakersfield Heart Hospital,106154101,CABG Operative Mortality,78,0,0.00,Average,-119.04,35.39
2017,Kern,Bakersfield Heart Hospital,106154101,CABG Operative Mortality,66,2,2.84,Average,-119.04,35.39
2016,Kern,Bakersfield Heart Hospital,106154101,CABG Operative Mortality,49,1,2.11,Average,-119.04,35.39
2015,Kern,Bakersfield Heart Hospital,106154101,CABG Operative Mortality ,49,6,17.56,Worse,-119.04,35.39
2014,Kern,Bakersfield Heart Hospital,106154101,CABG Operative Mortality ,50,1,2.13,Average,-119.04,35.39
2013,Kern,Bakersfield Heart Hospital,106154101,30-day Readmission ,70,8,11.92,Average,-119.04,35.39
2013,Kern,Bakersfield Heart Hospital,106154101,30-day Readmission ,70,8,11.92,Average,-119.04,35.39
2013,Kern,Bakersfield Heart Hospital,106154101,CABG + Valve Operative Mortality,27,1,4.26,Average,-119.04,35.39
2013,Kern,Bakersfield Heart Hospital,106154101,CABG + Valve Operative Mortality,27,1,4.26,Average,-119.04,35.39
2013,Kern,Bakersfield Heart Hospital,106154101,CABG Operative Mortality ,79,3,4.11,Average,-119.04,35.39
2013,Kern,Bakersfield Heart Hospital,106154101,CABG Operative Mortality ,79,3,4.11,Average,-119.04,35.39
2013,Kern,Bakersfield Heart Hospital,106154101,Post-Operative Stroke ,159,5,3.4,Average,-119.04,35.39
2013,Kern,Bakersfield Heart Hospital,106154101,Post-Operative Stroke ,159,5,3.4,Average,-119.04,35.39
2012,Kern,Bakersfield Heart Hospital,106154101,30-day Readmission ,74,12,16.02,Average,-119.04314,35.38619
2012,Kern,Bakersfield Heart Hospital,106154101,Operative Mortality ,80,1,1.14,Average,-119.04314,35.38619
2017-2018,Kern,Bakersfield Memorial Hospital,106150722,CABG + Valve Operative Mortality,28,3,15.56,Average,-119.01,35.39
2017-2018,Kern,Bakersfield Memorial Hospital,106150722,CABG 30-Day Readmission,152,20,14.11,Average,-119.01,35.39
2017-2018,Kern,Bakersfield Memorial Hospital,106150722,Post-Operative Stroke,172,1,0.72,Average,-119.01,35.39
2016-2017,Kern,Bakersfield Memorial Hospital,106150722,CABG + Valve Operative Mortality,24,3,10.31,Average,-119.01,35.39
2016-2017,Kern,Bakersfield Memorial Hospital,106150722,Post-Operative Stroke,180,2,1.30,Average,-119.01,35.39
2015-2016,Kern,Bakersfield Memorial Hospital,106150722,CABG + Valve Operative Mortality,27,2,5.13,Average,-119.01,35.39
2015-2016,Kern,Bakersfield Memorial Hospital,106150722,CABG 30-Day Readmission,178,17,10.16,Average,-119.01,35.39
2015-2016,Kern,Bakersfield Memorial Hospital,106150722,Post-Operative Stroke,190,3,1.62,Average,-119.01,35.39
2013-2014,Kern,Bakersfield Memorial Hospital,106150722,CABG + Valve Operative Mortality,50,4,13.49,Average,-119.01,35.39
2013-2014,Kern,Bakersfield Memorial Hospital,106150722,Post-Operative Stroke ,247,6,2.3,Average,-119.01,35.39
2011-2012,Kern,Bakersfield Memorial Hospital,106150722,Post-Operative Stroke ,248,1,0.44,Average,-119.00658,35.39051
2018,Kern,Bakersfield Memorial Hospital,106150722,CABG Operative Mortality,95,5,6.60,Average,-119.01,35.39
2017,Kern,Bakersfield Memorial Hospital,106150722,CABG Operative Mortality,77,2,3.37,Average,-119.01,35.39
2016,Kern,Bakersfield Memorial Hospital,106150722,CABG Operative Mortality,103,3,3.45,Average,-119.01,35.39
2014,Kern,Bakersfield Memorial Hospital,106150722,CABG Operative Mortality ,119,2,1.8,Average,-119.01,35.39
2013,Kern,Bakersfield Memorial Hospital,106150722,30-day Readmission ,124,16,11.04,Average,-119.01,35.39
2013,Kern,Bakersfield Memorial Hospital,106150722,30-day Readmission ,124,16,11.04,Average,-119.01,35.39
2013,Kern,Bakersfield Memorial Hospital,106150722,CABG + Valve Operative Mortality,49,3,6.44,Average,-119.01,35.39
2013,Kern,Bakersfield Memorial Hospital,106150722,CABG + Valve Operative Mortality,49,3,6.44,Average,-119.01,35.39
2013,Kern,Bakersfield Memorial Hospital,106150722,CABG Operative Mortality ,128,2,1.24,Average,-119.01,35.39
2013,Kern,Bakersfield Memorial Hospital,106150722,CABG Operative Mortality ,128,2,1.24,Average,-119.01,35.39
2013,Kern,Bakersfield Memorial Hospital,106150722,Post-Operative Stroke ,251,2,0.72,Average,-119.01,35.39
2013,Kern,Bakersfield Memorial Hospital,106150722,Post-Operative Stroke ,251,2,0.72,Average,-119.01,35.39
2012,Kern,Bakersfield Memorial Hospital,106150722,30-day Readmission ,112,14,11.96,Average,-119.00658,35.39051
2012,Kern,Bakersfield Memorial Hospital,106150722,Operative Mortality ,123,2,1.5,Average,-119.00658,35.39051
2014-2015,Kern,Bakersfield Memorial Hospital ,106150722,30-Day Readmission,191,26,12.97,Average,-119.01,35.39
2014-2015,Kern,Bakersfield Memorial Hospital ,106150722,CABG + Valve Operative Mortality,34,2,7.62,Average,-119.01,35.39
2014-2015,Kern,Bakersfield Memorial Hospital ,106150722,Post-Operative Stroke ,206,5,2.68,Average,-119.01,35.39
2015,Kern,Bakersfield Memorial Hospital ,106150722,CABG Operative Mortality ,87,1,1.05,Average,-119.01,35.39
2015-2016,Kern,San Joaquin Community Hospital,106150788,CABG + Valve Operative Mortality,19,2,15.51,Average,-119.02,35.38
2015-2016,Kern,San Joaquin Community Hospital,106150788,CABG 30-Day Readmission,157,23,13.90,Average,-119.02,35.38
2015-2016,Kern,San Joaquin Community Hospital,106150788,Post-Operative Stroke,173,2,1.23,Average,-119.02,35.38
2014-2015,Kern,San Joaquin Community Hospital,106150788,30-Day Readmission,129,16,12.09,Average,-119.02,35.38
2014-2015,Kern,San Joaquin Community Hospital,106150788,CABG + Valve Operative Mortality,24,2,8.34,Average,-119.02,35.38
